i,time,heure,sens,phase,score,grade,entry,sl,tp,risque,atr,f_fib,f_kijun,f_rsi,f_fvg,f_ob,f_rr,rempli,bar_fill,resultat_R
993,2025-10-02 13:00:00,13,-1,MARKDOWN,5,A,105.532956,105.75957493515429,104.96640866211428,0.226618935154292,0.039149870308590205,0,1,0,1,1,1,False,-1,
1005,2025-10-02 14:00:00,14,-1,MARKDOWN,5,A,105.532956,105.75774526314011,104.97098284214972,0.22478926314011005,0.03549052628023436,0,1,1,1,0,1,True,1028,0.42687092194520043
1017,2025-10-02 15:00:00,15,-1,MARKDOWN,5,A,105.471156,105.65696081973772,105.00664395065567,0.18580481973772578,0.033921639475432495,0,0,1,1,1,1,True,1026,0.2807031597652727
1046,2025-10-02 17:25:00,17,1,MARKUP,5,A,105.334374,105.17512256395673,105.73250259010815,0.15925143604326308,0.045754872086528016,0,1,0,1,1,1,False,-1,
1058,2025-10-02 18:25:00,18,1,MARKUP,3,C,105.336228,105.17872868685079,105.72997628287305,0.1574993131492164,0.044542626298416925,0,0,0,0,1,1,False,-1,
1221,2025-10-03 08:00:00,8,1,MARKUP,6,A+,105.562688,105.40409206989592,105.95917782526017,0.15859593010407025,0.02381586020814366,0,1,1,1,1,1,False,-1,
1233,2025-10-03 09:00:00,9,1,MARKUP,6,A+,105.577204,105.39489616717736,106.03297358205657,0.1823078328226302,0.042207665645267886,0,1,1,1,1,1,True,1257,0.4267287850198692
1281,2025-10-03 13:00:00,13,-1,MARKDOWN,5,A,105.708502,105.85326661157302,105.34659047106743,0.14476461157302367,0.03053322314605284,0,1,1,0,1,1,False,-1,
1293,2025-10-03 14:00:00,14,-1,MARKDOWN,5,A,105.678356,105.82202520156075,105.3191829960981,0.1436692015607548,0.026050403121489776,0,1,0,1,1,1,False,-1,
1305,2025-10-03 15:00:00,15,-1,MARKDOWN,4,B,105.633412,105.77522445384781,105.2788808653805,0.1418124538478054,0.02844890769564599,0,0,0,1,1,1,False,-1,
1321,2025-10-03 16:20:00,16,-1,MARKDOWN,5,A,105.53020599999999,105.61249373988447,105.3244866502888,0.08228773988447813,0.03698747976895329,0,1,1,0,1,1,True,1326,0.5
1338,2025-10-03 17:45:00,17,1,MARKUP,6,A+,105.52033,105.37424657384358,105.88553856539106,0.146083426156423,0.05150685231286866,0,1,1,1,1,1,False,-1,
1350,2025-10-03 18:45:00,18,1,MARKUP,6,A+,105.52033,105.37907865579402,105.87345836051496,0.1412513442059833,0.04184268841198837,0,1,1,1,1,1,False,-1,
1362,2025-10-03 19:45:00,19,1,MARKUP,4,B,105.54516000000001,105.3818202703908,105.95350932402303,0.16333972960920562,0.03635945921841324,0,1,0,1,0,1,False,-1,
1374,2025-10-03 20:45:00,20,1,MARKUP,3,C,105.54516000000001,105.3843597239143,105.94716069021428,0.16080027608570902,0.031280552171406656,0,0,0,1,0,1,False,-1,
1509,2025-10-06 08:00:00,8,1,MARKUP,5,A,107.314916,107.00925261329692,108.07907446675767,0.305663386703074,0.047494773406145246,0,1,0,1,1,1,False,-1,
1521,2025-10-06 09:00:00,9,1,MARKUP,5,A,107.414626,107.1432790540649,108.09299336483772,0.27134694593509323,0.05144189187019345,0,1,0,1,1,1,False,-1,
